Receiver           gz_p_th     gz_p_solution       dGz/gz_p_th
  659           2,29765           2,29765       1,00312e-13
  660           2,26784           2,26784        1,0026e-13
  661           2,23852           2,23852       1,00184e-13
  662            2,2097            2,2097       9,98836e-14
  663           2,18135           2,18135       9,99601e-14
  664           2,15347           2,15347       9,98106e-14
  665           2,12605           2,12605       9,98445e-14
  666           2,09908           2,09908       9,94347e-14
  667           2,07256           2,07256       9,98502e-14
  668           2,04647           2,04647       9,96043e-14
  669            2,0208            2,0208       9,93311e-14
  670           1,99555           1,99555       9,92528e-14
  671            1,9707            1,9707        9,9152e-14
  672           1,94626           1,94626       9,90282e-14
  673           1,92221           1,92221       9,91121e-14
  674           1,89854           1,89854       9,88271e-14
  675           1,87526           1,87526        9,8752e-14
  676           1,85234           1,85234       9,87751e-14
  677           1,82978           1,82978       9,84151e-14
  678           1,80758           1,80758       9,85183e-14
  679           1,78573           1,78573       9,84803e-14
  680           1,76422           1,76422       9,82965e-14
  681           1,74305           1,74305       9,82166e-14
  682           1,72221           1,72221       9,81159e-14
  683           1,70169           1,70169       9,79941e-14
  684           1,68149           1,68149       9,77189e-14
  685            1,6616            1,6616       9,75523e-14
  686           1,64201           1,64201        9,7634e-14
  687           1,62273           1,62273       9,72892e-14
  688           1,60374           1,60374       9,73336e-14
  689           1,58503           1,58503       9,70812e-14
  690           1,56662           1,56662       9,69469e-14
  691           1,54848           1,54848       9,67921e-14
  692           1,53061           1,53061       9,67614e-14
  693           1,51301           1,51301       9,67128e-14
  694           1,49567           1,49567       9,64976e-14
  695            1,4786            1,4786       9,62606e-14
  696           1,46177           1,46177       9,63051e-14
  697            1,4452            1,4452       9,61805e-14
  698           1,42887           1,42887       9,60364e-14
  699           1,41278           1,41278       9,58728e-14
  700           1,39693           1,39693       9,58481e-14
  701           1,38131           1,38131       9,54853e-14
  702           1,36591           1,36591       9,55861e-14
  703           1,35074           1,35074       9,53445e-14
  704           1,33579           1,33579        9,5248e-14
  705           1,32106           1,32106       9,49657e-14
  706           1,30653           1,30653       9,50016e-14
  707           1,29222           1,29222       9,45075e-14
  708           1,27811           1,27811       9,46822e-14
  709            1,2642            1,2642       9,44944e-14
  710           1,25049           1,25049       9,44651e-14
  711           1,23697           1,23697       9,42409e-14
  712           1,22365           1,22365       9,41785e-14
  713           1,21051           1,21051       9,41001e-14
  714           1,19755           1,19755       9,38201e-14
  715           1,18478           1,18478       9,37072e-14
  716           1,17218           1,17218       9,35775e-14
  717           1,15976           1,15976       9,36224e-14
  718           1,14751           1,14751       9,32672e-14
  719           1,13543           1,13543       9,32817e-14
  720           1,12352           1,12352        9,3085e-14
  721           1,11177           1,11177       9,30702e-14
  722           1,10018           1,10018       9,28396e-14
  723           1,08875           1,08875       9,25907e-14
  724           1,07748           1,07748       9,25293e-14
  725           1,06635           1,06635       9,22451e-14
  726           1,05538           1,05538       9,23626e-14
  727           1,04455           1,04455       9,20444e-14
  728           1,03387           1,03387       9,21361e-14
  729           1,02334           1,02334       9,15659e-14
  730           1,01294           1,01294       9,16289e-14
  731           1,00268           1,00268       9,16805e-14
  732          0,992561          0,992561       9,14969e-14
  733          0,982573          0,982573        9,1523e-14
  734          0,972716          0,972716       9,11949e-14
  735          0,962989          0,962989       9,10785e-14
  736           0,95339           0,95339       9,09475e-14
  737          0,943916          0,943916       9,08018e-14
  738          0,934565          0,934565       9,05223e-14
  739          0,925336          0,925336       9,07053e-14
  740          0,916226          0,916226       9,03955e-14
  741          0,907233          0,907233       9,03124e-14
  742          0,898357          0,898357       9,02161e-14
  743          0,889594          0,889594       8,99816e-14
  744          0,880943          0,880943       8,97309e-14
  745          0,872403          0,872403       8,98458e-14
  746          0,863972          0,863972       8,95661e-14
  747          0,855647          0,855647       8,93995e-14
  748          0,847427          0,847427       8,93495e-14
  749          0,839311          0,839311       8,94198e-14
  750          0,831297          0,831297       8,90799e-14
  751          0,823384          0,823384       8,88573e-14
  752          0,815569          0,815569       8,87558e-14
  753          0,807852          0,807852       8,85043e-14
  754          0,800231          0,800231        8,8376e-14
  755          0,792704          0,792704       8,85149e-14
  756           0,78527           0,78527       8,82218e-14
  757          0,777927          0,777927       8,80555e-14
  758          0,770675          0,770675       8,78757e-14
  759          0,763511          0,763511       8,79731e-14
  760          0,756435          0,756435       8,79154e-14
  761          0,749446          0,749446       8,75503e-14
  762          0,742541          0,742541       8,74673e-14
  763          0,735719          0,735719       8,73729e-14
  764           0,72898           0,72898       8,72668e-14
  765          0,722322          0,722322       8,68416e-14
  766          0,715744          0,715744       8,71743e-14
  767          0,709245          0,709245       8,68774e-14
  768          0,702824          0,702824       8,68814e-14
  769          0,696478          0,696478       8,67164e-14
  770          0,690209          0,690209       8,63782e-14
  771          0,684013          0,684013       8,63491e-14
  772           0,67789           0,67789       8,61463e-14
  773           0,67184           0,67184       8,59306e-14
  774          0,665861          0,665861       8,58686e-14
  775          0,659951          0,659951       8,57963e-14
  776          0,654111          0,654111       8,57137e-14
  777          0,648338          0,648338       8,54494e-14
  778          0,642633          0,642633        8,5517e-14
  779          0,636994          0,636994       8,52283e-14
  780           0,63142           0,63142       8,52774e-14
  781           0,62591           0,62591       8,49638e-14
  782          0,620463          0,620463        8,4815e-14
  783          0,615079          0,615079        8,4655e-14
  784          0,609756          0,609756       8,46657e-14
  785          0,604494          0,604494       8,44844e-14
  786          0,599291          0,599291       8,44767e-14
  787          0,594148          0,594148       8,42737e-14
  788          0,589063          0,589063       8,40589e-14
  789          0,584035          0,584035       8,40222e-14
  790          0,579063          0,579063       8,39766e-14
  791          0,574147          0,574147       8,39221e-14
  792          0,569287          0,569287       8,38586e-14
  793           0,56448           0,56448       8,37859e-14
  794          0,559727          0,559727       8,35057e-14
  795          0,555027          0,555027       8,34127e-14
  796          0,550378          0,550378       8,31086e-14
  797          0,545781          0,545781        8,2995e-14
  798          0,541235          0,541235       8,30767e-14
  799          0,536738          0,536738       8,27385e-14
  800          0,532291          0,532291       8,25955e-14
Minimization = 1,65945e-22
